streetAddress,suburb,postcode,bedrooms,bathrooms,propertyType,price,dateSold
19 Hopbush Avenue,Sunbury,3429,5,2,house,"$875,000 ",10/30/2018
12A Edith Street,Mordialloc,3195,3,3,townhouse,"$850,000 ",10/30/2018
2 Chunar Grove,McCrae,3938,4,2,house,"$845,000 ",10/30/2018
4 Hill Street,Ferny Creek,3786,4,3,house,"$830,000 ",10/30/2018
9 Kenswick Drive,Hillside,3037,5,4,house,"$825,000 ",10/30/2018
57 Tyner Road,Wantirna South,3152,3,1,house,"$823,333 ",10/30/2018
20 Belmont Crescent,Montmorency,3094,3,1,house,"$815,000 ",10/30/2018
4 Union Street,Williamstown,3016,2,1,house,"$798,000 ",10/30/2018
31 Heathwood Street,Ringwood East,3135,3,1,house,"$792,000 ",10/30/2018
1450 Jacksons Track,Jindivick,3818,3,1,acreage/semi-rural,"$774,000 ",10/30/2018
11 Boyd Court,Scoresby,3179,4,2,house,"$765,000 ",10/30/2018
5406/7 Riverside Quay,Southbank,3006,1,2,apartment,"$745,000 ",10/30/2018
254 Pink Hill Boulevard,Officer,3809,4,2,house,"$710,000 ",10/30/2018
77 Fantail Crescent,Williams Landing,3027,4,2,house,"$710,000 ",10/30/2018
3 Kates  Court,Wandana Heights,3216,4,2,house,"$702,000 ",10/30/2018
LG03/K6 High Street,Windsor,3181,2,2,apartment,"$701,000 ",10/30/2018
8 Redwood Street,Heidelberg West,3081,2,1,house,"$700,000 ",10/30/2018
83 Bloom Avenue,Wantirna South,3152,3,2,house,"$695,000 ",10/30/2018
3 Mackenzie Court,Croydon South,3136,4,2,house,"$690,000 ",10/30/2018
572 Blackswamp Road,Bullarook,3352,4,2,house,"$685,500 ",10/30/2018
26 Dempster Way,Berwick,3806,5,2,house,"$675,000 ",10/30/2018
6 Vantage Point Boulevard,Doreen,3754,4,2,house,"$659,000 ",10/30/2018
23 Fieldwren Drive,Williams Landing,3027,4,2,house,"$655,000 ",10/30/2018
4 Old Farm Way,Romsey,3434,4,2,house,"$652,000 ",10/30/2018
16 Kent Street,Warragul,3820,3,1,house,"$650,000 ",10/30/2018
46 Odessa Avenue,Keilor Downs,3038,4,1,house,"$640,000 ",10/30/2018
85 Cherylnne Crescent,Kilsyth,3137,3,1,house,"$635,000 ",10/30/2018
4/3 King Street,Bayswater,3153,3,2,townhouse,"$635,000 ",10/30/2018
147 Haze Drive,Point Cook,3030,4,2,house,"$625,000 ",10/30/2018
606/23 Queens Road,Melbourne,3004,2,1,apartment,"$625,000 ",10/30/2018
101/462 Hawthorn Road,Caulfield South,3162,2,1,apartment,"$610,000 ",10/30/2018
2 Lockton Avenue,Reservoir,3073,3,1,house,"$600,000 ",10/30/2018
13 Moomba St,Mornington,3931,3,1,house,"$590,000 ",10/30/2018
9 Mill Street,Franklinford,3461,3,1,house,"$590,000 ",10/30/2018
35 Kingdom Avenue,Kings Park,3021,3,2,house,"$575,000 ",10/30/2018
2/14 Mary Street,Hamlyn Heights,3215,3,2,house,"$575,000 ",10/30/2018
15 Gardense Parade,South Morang,3752,3,2,house,"$573,000 ",10/30/2018
4/50 Roberts Street,West Footscray,3012,2,1,townhouse,"$570,000 ",10/30/2018
66 Graf Road,Somerville,3912,4,2,townhouse,"$565,000 ",10/30/2018
7 Acton Street,Rockbank,3335,4,2,house,"$555,000 ",10/30/2018
66 Carbon Crescent,Mill Park,3082,3,2,house,"$555,000 ",10/30/2018
16 Tettenhall Ridge,Belmont,3216,3,1,house,"$552,000 ",10/30/2018
51 Clarke Avenue,St Albans,3021,3,1,house,"$550,000 ",10/30/2018
5/177 Power Street,Hawthorn,3122,2,1,apartment,"$540,500 ",10/30/2018
33 Cobham Street,St Albans,3021,3,1,house,"$535,000 ",10/30/2018
25 Maiden Drive,Sunbury,3429,4,2,house,"$533,000 ",10/30/2018
24 Iolanda Street,Rye,3941,3,1,house,"$531,500 ",10/30/2018
3/143 Melbourne Avenue,Glenroy,3046,2,1,villa,"$530,500 ",10/30/2018
5 Chloe Court,Rowville,3178,2,2,townhouse,"$525,000 ",10/30/2018
22 Garside Street,Dandenong,3175,3,1,house,"$525,000 ",10/30/2018
18  Valiant Walk,Williams Landing,3027,3,2,townhouse,"$511,000 ",10/30/2018
49A Brights Drive,Tootgarook,3941,3,1,house,"$510,000 ",10/30/2018
"1,3,4/33A King Edward Avenue",Albion,3020,3,1,townhouse,"$500,000 ",10/30/2018
2 Jamieson Way,Wallan,3756,4,2,house,"$500,000 ",10/30/2018
2/44 Eildon Road,St Kilda,3182,2,1,apartment,"$500,000 ",10/30/2018
6 Muir Crescent,Newington,3350,3,2,house,"$480,000 ",10/30/2018
50 First Avenue,Melton South,3338,4,2,house,"$468,000 ",10/30/2018
72 Damask Drive,Tarneit,3029,3,1,house,"$460,000 ",10/30/2018
34 Ash Road,Leopold,3224,3,1,house,"$455,000 ",10/30/2018
6 Macalister  Place,Pakenham,3810,3,1,house,"$445,000 ",10/30/2018
2 Menzies Street,Wodonga,3690,5,2,house,"$433,000 ",10/30/2018
3 Comtois Lane,Clyde North,3978,2,1,house,"$425,000 ",10/30/2018
11 Cumberland Terrace,Strathfieldsaye,3551,4,2,house,"$415,000 ",10/30/2018
3 Portman Avenue,Harkness,3337,3,2,house,"$405,000 ",10/30/2018
5 Colonial Court,Alfredton,3350,3,2,house,"$387,500 ",10/30/2018
2/26 Carolanne Drive,Drysdale,3222,3,1,unit,"$380,100 ",10/30/2018
20 Austin Court,Kangaroo Flat,3555,3,2,house,"$365,250 ",10/30/2018
101/54 Mernda Village Drive,Mernda,3754,2,1,apartment,"$340,000 ",10/30/2018
362 Rodier Street,Ballarat East,3350,3,1,house,"$330,000 ",10/30/2018
107/201 High St,Prahran,3181,1,1,apartment,"$320,000 ",10/30/2018
110 Thomas Street,Brighton East,3187,3,3,house,Contact agent,10/30/2018
102/90 Epping Road,Epping,3076,1,1,apartment,"$278,000 ",10/30/2018
501/50 Barry Street,Carlton,3053,1,1,apartment,"$172,500 ",10/30/2018
54 Hughes Street,Malvern East,3145,4,2,house,"$1,900,000 ",10/29/2018
58 McPherson Street,Essendon,3040,4,2,house,"$1,750,000 ",10/29/2018
6 Mulga Lane,Waterways,3195,3,2,house,"$1,699,000 ",10/29/2018
3 Primrose Street,Moonee Ponds,3039,3,1,house,"$1,575,000 ",10/29/2018
48-50 Arundel Road,Park Orchards,3114,6,3,house,"$1,550,000 ",10/29/2018
25 Macpherson Street,Carlton North,3054,3,1,house,"$1,385,000 ",10/29/2018
5/55 Royal Avenue,Sandringham,3191,3,2,townhouse,"$1,340,000 ",10/29/2018
33A Bowen Road,Doncaster East,3109,4,3,house,"$1,308,000 ",10/29/2018
49 Lord Street,Richmond,3121,3,1,house,"$1,300,000 ",10/29/2018
2/633-635 Hampton St,Brighton,3186,3,2,townhouse,"$1,200,000 ",10/29/2018
432 Balwyn Road,Balwyn North,3104,3,1,house,"$1,200,000 ",10/29/2018
1/3 Asling Street,Brighton,3186,3,2,unit,"$1,160,000 ",10/29/2018
20 Fairview Drive,Cheltenham,3192,4,2,townhouse,"$1,150,000 ",10/29/2018
17 Evesham Road,Cheltenham,3192,3,2,house,"$1,105,000 ",10/29/2018
73 Church Road,Doncaster,3108,3,1,house,"$1,100,000 ",10/29/2018
3/37A Canterbury Road,Toorak,3142,2,2,house,"$1,060,000 ",10/29/2018
57 Winchester Street,Moonee Ponds,3039,2,1,house,"$1,040,000 ",10/29/2018
75 Benkel Avenue,Cheltenham,3192,4,3,house,"$1,000,000 ",10/29/2018
9A Winsome Street,Mentone,3194,3,2,townhouse,"$971,500 ",10/29/2018
27 Patricia Loop,Keysborough,3173,4,2,house,"$955,000 ",10/29/2018
11 Bradfield Court,Taylors Hill,3037,4,2,house,"$941,000 ",10/29/2018
29 The Fairway,Kingsbury,3083,4,2,house,"$940,000 ",10/29/2018
15 Bachli Street,Rye,3941,3,2,house,"$925,000 ",10/29/2018
22 - 24 Kent Road,Rye,3941,2,1,house,"$925,000 ",10/29/2018
4A Dactyl Road,Moorabbin,3189,3,2,townhouse,"$890,000 ",10/29/2018
1 Lesa Court,Mount Martha,3934,4,2,house,"$875,000 ",10/29/2018
77 Clare Boulevard,Greenvale,3059,6,3,house,"$851,000 ",10/29/2018
74 Peninsula Sands Blvd,Rosebud,3939,4,2,house,"$850,000 ",10/29/2018
1/5A Bungalook Road East,Bayswater North,3153,3,2,house,"$830,000 ",10/29/2018
5 Geranium Court,Berwick,3806,4,2,house,"$820,000 ",10/29/2018
3/148 Nepean Highway,Aspendale,3195,3,2,townhouse,"$820,000 ",10/29/2018
10 Anton Court,Chelsea Heights,3196,5,3,house,"$815,000 ",10/29/2018
40 Hillrise Court,Mill Park,3082,4,2,house,"$815,000 ",10/29/2018
1403/83 Queensbridge Street,Southbank,3006,3,2,apartment,"$807,000 ",10/29/2018
137 Marshall Road,Airport West,3042,4,1,house,"$800,000 ",10/29/2018
34B Barkly Street,Mordialloc,3195,3,2,house,"$800,000 ",10/29/2018
18 Centreside Drive,Torquay,3228,4,2,house,"$770,000 ",10/29/2018
5 Hyton Crescent,Croydon,3136,3,2,house,"$760,000 ",10/29/2018
29 Aurora Crescent,Torquay,3228,2,1,house,"$750,000 ",10/29/2018
4 Bradford Avenue,Greenvale,3059,4,2,house,"$750,000 ",10/29/2018
1/41 Winifred Street,Oak Park,3046,3,3,townhouse,"$750,000 ",10/29/2018
250 Smiths Gully Road,Smiths Gully,3760,3,1,house,"$750,000 ",10/29/2018
3 Sherman Drive,Bayswater North,3153,4,2,house,"$750,000 ",10/29/2018
839 Old Calder Highway,Keilor,3036,3,2,house,"$745,000 ",10/29/2018
55 Sydenham Avenue,Manifold Heights,3218,4,2,house,"$730,000 ",10/29/2018
64 Carbine Street,Donvale,3111,3,2,house,"$725,000 ",10/29/2018
50 Goegan Street,Werribee,3030,4,2,house,"$720,000 ",10/29/2018
31 Tarcoola Drive,Yallambie,3085,3,2,house,"$715,000 ",10/29/2018
156 Nell Street,Greensborough,3088,3,1,house,"$712,500 ",10/29/2018
63 Oconnell Street,Geelong West,3218,3,2,house,"$711,000 ",10/29/2018
23 Burvale Court,Tullamarine,3043,3,1,house,"$710,000 ",10/29/2018
69 Lenoak Street,Gladstone Park,3043,4,2,house,"$710,000 ",10/29/2018
71 Dryden Concourse,Mooroolbark,3138,4,2,house,"$705,000 ",10/29/2018
9 Rosewood Place,Chirnside Park,3116,3,1,house,"$701,000 ",10/29/2018
39 Dusseldorp Avenue,Pakenham,3810,4,2,house,"$700,000 ",10/29/2018
29 Glasgow Avenue,Reservoir,3073,3,1,house,"$690,000 ",10/29/2018
2/61 The Grove,Coburg,3058,2,1,villa,"$683,000 ",10/29/2018
13 Henry Street,Keilor East,3033,3,2,unit,"$680,000 ",10/29/2018
18 Keswick Rise,Sunbury,3429,4,2,house,"$675,000 ",10/29/2018
4/1543 Point Nepean Road,Capel Sound,3940,3,2,house,"$670,300 ",10/29/2018
9 Barunah Court,Narre Warren,3805,3,2,house,"$670,000 ",10/29/2018
33 Bedingham Drive,Hillside,3037,3,2,house,"$668,000 ",10/29/2018
25 Challambra Crescent,Highton,3216,3,2,house,"$660,000 ",10/29/2018
111 Golden Grove Drive,Narre Warren South,3805,4,3,house,"$650,000 ",10/29/2018
94 O'Hallorans Road,Lara,3212,4,2,house,"$650,000 ",10/29/2018
6 The Rise,Somerville,3912,3,2,house,"$645,000 ",10/29/2018
32 Trevally Drive,Ocean Grove,3226,4,2,house,"$645,000 ",10/29/2018
182 Greenvale Drive,Greenvale,3059,4,2,house,"$645,000 ",10/29/2018
6 Kingswood Crescent,Noble Park North,3174,3,1,house,"$640,000 ",10/29/2018
39 Kenny Street,Westmeadows,3049,4,2,house,"$640,000 ",10/29/2018
6 Whipstaff Lane,Safety Beach,3936,4,2,townhouse,"$640,000 ",10/29/2018
5 Calendula Circuit,Epping,3076,4,2,house,"$637,000 ",10/29/2018
5 First Avenue,Dandenong North,3175,3,1,house,"$636,000 ",10/29/2018
66 Cary Street,Sunshine North,3020,4,1,house,"$635,000 ",10/29/2018
7 Underhill Court,Sunbury,3429,3,2,house,"$630,000 ",10/29/2018
8 Macaulay Drive,Craigieburn,3064,4,2,house,"$625,000 ",10/29/2018
7 Kerrie Court,Grovedale,3216,5,2,house,"$623,000 ",10/29/2018
21 Picnic Avenue,Clyde North,3978,4,2,house,"$618,000 ",10/29/2018
1708/22 Dorcas Street,Southbank,3006,2,2,apartment,"$610,000 ",10/29/2018
18 Bendigo Street,Geelong West,3218,3,1,house,"$605,000 ",10/29/2018
1/27 Kenilworth Street,Reservoir,3073,2,1,townhouse,"$600,000 ",10/29/2018
15 Sun Crescent,Sunshine,3020,1,1,apartment,"$595,000 ",10/29/2018
14 Fleetwood Court,Gladstone Park,3043,3,1,house,"$593,000 ",10/29/2018
28 Ferris Avenue,Deer Park,3023,4,1,house,"$587,500 ",10/29/2018
7 Robinia Court,Harkness,3337,3,2,house,"$580,000 ",10/29/2018
23 Kinglake Drive,Manor Lakes,3024,4,2,house,"$575,000 ",10/29/2018
15 Raine Court,Delahey,3037,4,2,house,"$575,000 ",10/29/2018
20 Westmoreland Avenue,Cranbourne North,3977,4,2,house,"$570,000 ",10/29/2018
10B Lucas Court,Narre Warren South,3805,3,2,house,"$565,000 ",10/29/2018
13 Angove Dr,Tarneit,3029,3,3,house,"$565,000 ",10/29/2018
17 Lupin Street,Mernda,3754,3,2,house,"$563,000 ",10/29/2018
4 Tahara Street,Hamlyn Heights,3215,3,2,house,"$555,000 ",10/29/2018
45 Coulthard Crescent,Doreen,3754,4,2,house,"$555,000 ",10/29/2018
41 Lakes Drive,Craigieburn,3064,4,2,house,"$535,000 ",10/29/2018
1/18 Marna Court,Noble Park,3174,4,2,unit,"$535,000 ",10/29/2018
1805/180 CITY ROAD,Southbank,3006,2,1,apartment,"$531,800 ",10/29/2018
18 Lithgow Way,Mooroolbark,3138,2,2,townhouse,"$530,000 ",10/29/2018
40/292 Mckimmies Road,Mill Park,3082,3,1,townhouse,"$522,000 ",10/29/2018
41 Manna Gum Drive,Pakenham,3810,4,2,house,"$520,000 ",10/29/2018
17 Cleeland Court,Roxburgh Park,3064,3,1,house,"$511,000 ",10/29/2018
8 Callanan Grove,Werribee South,3030,3,2,house,"$500,000 ",10/29/2018
5 Tyssen Street,Warragul,3820,4,3,house,"$495,000 ",10/29/2018
15 Thurmand Court,Roxburgh Park,3064,3,1,house,"$490,000 ",10/29/2018
1 Ruffles Court,Cranbourne West,3977,3,2,house,"$480,000 ",10/29/2018
8 Hood Crescent,Sunbury,3429,3,1,house,"$475,000 ",10/29/2018
83 Normanby Street,East Geelong,3219,2,1,townhouse,"$472,000 ",10/29/2018
14 Churchill Court,Hoppers Crossing,3029,3,1,house,"$466,000 ",10/29/2018
96A Derby Drive,Epping,3076,2,1,house,"$465,000 ",10/29/2018
236-238/100 The Esplanade,Torquay,3228,2,2,apartment,"$460,000 ",10/29/2018
14.2/201 Spring Street,Melbourne,3000,1,1,apartment,"$460,000 ",10/29/2018
128 Raglan Street,Wallan,3756,3,2,house,"$447,000 ",10/29/2018
14/23 Baxter Street,Coburg,3058,2,1,apartment,"$440,000 ",10/29/2018
4/58 Northernhay Street,Reservoir,3073,2,1,unit,"$415,000 ",10/29/2018
5 Earthmore Road,Mernda,3754,2,1,house,"$399,000 ",10/29/2018
4 Blue Gum Drive,Warragul,3820,3,2,house,"$389,000 ",10/29/2018
8/8 Whitehall Street,Footscray,3011,3,1,apartment,"$385,000 ",10/29/2018
2 Shari Drive,Delacombe,3356,3,2,house,"$380,000 ",10/29/2018
7 Gipps Street,Kilmore,3764,3,1,house,"$380,000 ",10/29/2018
14 Wesley Court,Sunbury,3429,3,2,house,"$380,000 ",10/29/2018
68 Argyll Circuit,Melton West,3337,3,1,house,"$368,000 ",10/29/2018
4 Iris Street,Norlane,3214,4,2,house,"$360,500 ",10/29/2018
7 Sherriff Rise,Pakenham,3810,2,1,house,"$351,000 ",10/29/2018
1/61 Barrabool Rd,Highton,3216,2,1,unit,"$340,000 ",10/29/2018
4 Fleur Court,Delacombe,3356,3,2,house,"$340,000 ",10/29/2018
9 Conan Street,Wendouree,3355,3,1,house,"$320,000 ",10/29/2018
1/2 Crefden Street,Maidstone,3012,1,1,apartment,"$317,500 ",10/29/2018
192 Musical Gully Road,Waterloo,3373,3,2,house,"$282,500 ",10/29/2018
106/86 Epping Road,Epping,3076,1,1,apartment,"$280,000 ",10/29/2018
1/32 Ellendale Road,Noble Park,3174,1,1,unit,"$250,000 ",10/29/2018
505/662 Blackburn road,Notting Hill,3168,1,1,apartment,"$190,000 ",10/29/2018
3 Kooringal Grove,Brighton,3186,4,2,townhouse,"$1,880,000 ",10/28/2018
45 Wolseley Parade,Kensington,3031,3,1,house,"$1,730,000 ",10/28/2018
18 Willow Street,Elsternwick,3185,3,2,house,"$1,725,000 ",10/28/2018
31 Alexandra Street,St Kilda East,3183,4,2,house,"$1,620,000 ",10/28/2018
3 Viewmont Street,Wantirna South,3152,5,5,house,"$1,400,000 ",10/28/2018
16 Cherrybrook Close,Nunawading,3131,5,2,house,"$1,280,000 ",10/28/2018
13 Standring Close,Donvale,3111,4,2,house,"$1,138,000 ",10/28/2018
1/111 Murray Street,Caulfield,3162,3,2,unit,"$1,075,000 ",10/28/2018
2 Whitsunday Court,Mount Martha,3934,4,2,house,"$875,000 ",10/28/2018
2/17 Narong Road,Caulfield North,3161,3,2,villa,"$851,000 ",10/28/2018
123 Rachelle Road,Keilor East,3033,3,2,house,"$830,000 ",10/28/2018
7 Waratah Road,Werribee,3030,4,2,house,"$825,000 ",10/28/2018
511/99 Nott Street,Port Melbourne,3207,3,1,apartment,"$787,500 ",10/28/2018
2/33 Young Street,Oakleigh,3166,3,1,unit,"$766,000 ",10/28/2018
21/106 Southbank Boulevard,Southbank,3006,2,1,apartment,"$700,000 ",10/28/2018
2/23 Chapel Street,St Kilda,3182,2,1,apartment,"$585,000 ",10/28/2018
17 Churchill Way,Kilsyth,3137,2,1,house,"$575,000 ",10/28/2018
20 Skyview Street,Curlewis,3222,4,2,house,"$526,000 ",10/28/2018
310/70 Queens Road,Melbourne,3004,1,1,apartment,"$510,000 ",10/28/2018
28/337 Sydney Road,Brunswick,3056,2,1,apartment,"$480,000 ",10/28/2018
2/21 Thanet Street,Malvern,3144,1,1,apartment,"$390,000 ",10/28/2018
4 Moule Ave,Brighton,3186,6,5,house,"$6,100,000 ",10/27/2018
37 Elizabeth Street,Malvern,3144,4,4,house,"$5,850,000 ",10/27/2018
6 Winson Green Road,Canterbury,3126,5,4,house,Contact agent,10/27/2018
58 Park Street,St Kilda West,3182,3,2,house,"$3,350,000 ",10/27/2018
116 Donaldsons Road,Red Hill,3937,4,2,house,Contact agent,10/27/2018
3 King William Street,Fitzroy,3065,4,2,house,"$2,670,000 ",10/27/2018
8 Gordon Crescent,Black Rock,3193,3,2,house,"$2,630,000 ",10/27/2018
12-14 Pitt Street,Ringwood,3134,7,3,house,"$2,550,000 ",10/27/2018
16 Wandsworth Road,Surrey Hills,3127,4,2,house,"$2,450,000 ",10/27/2018
5 Stanley Street,Malvern East,3145,5,2,house,"$2,335,000 ",10/27/2018
1/27 Faversham Road,Canterbury,3126,4,3,townhouse,"$2,295,000 ",10/27/2018
19 Moton Place,Carlton,3053,3,3,townhouse,"$2,250,000 ",10/27/2018
33 Kelso Street,Richmond,3121,3,2,house,"$2,200,000 ",10/27/2018
43 Jamieson Street,Daylesford,3460,13,5,house,"$2,001,888 ",10/27/2018
49 Cruikshank Street,Port Melbourne,3207,3,2,house,"$1,990,000 ",10/27/2018
19 Gwingana Crescent,Glen Waverley,3150,4,3,house,Contact agent,10/27/2018
60 Holyrood Street,Hampton,3188,5,3,house,"$1,900,000 ",10/27/2018
29 Marina Road,Mentone,3194,4,3,house,"$1,860,000 ",10/27/2018
25 Elm Place,Prahran,3181,3,2,house,"$1,850,000 ",10/27/2018
38 Johnstone Street,Malvern,3144,3,2,house,Contact agent,10/27/2018
48 Kerferd Road,Glen Iris,3146,4,2,house,"$1,788,000 ",10/27/2018
14 Stone Street,Brighton East,3187,4,3,house,"$1,780,000 ",10/27/2018
7 Lynette Avenue,Beaumaris,3193,4,2,house,"$1,750,000 ",10/27/2018
12 Fitzgerald Road,Essendon,3040,4,3,house,"$1,750,000 ",10/27/2018
26-28 Drummond Street North,Ballarat Central,3350,3,1,house,"$1,740,000 ",10/27/2018
135 Danks Street,Albert Park,3206,3,2,house,"$1,705,000 ",10/27/2018
3 Gilbert Court,Parkdale,3195,4,3,house,"$1,700,000 ",10/27/2018
911 Rathdowne Street,Carlton North,3054,3,1,house,"$1,700,000 ",10/27/2018
47 Parkside Street,Elsternwick,3185,3,1,house,"$1,630,000 ",10/27/2018
1 Green Gables Avenue,Malvern East,3145,3,1,house,"$1,620,000 ",10/27/2018
8 Augustus Rise,Templestowe,3106,4,2,house,"$1,620,000 ",10/27/2018
240 Mumfords Road,Hesket,3442,3,1,house,"$1,605,000 ",10/27/2018
5 Clive Court,Balwyn North,3104,4,2,house,"$1,600,000 ",10/27/2018
6 Uplands Road,Balwyn North,3104,4,2,house,"$1,471,888 ",10/27/2018
109 Normanby Drive,Greenvale,3059,4,2,house,"$1,470,000 ",10/27/2018
270 Grimshaw Street,Watsonia North,3087,3,1,house,"$1,450,000 ",10/27/2018
387 Balcombe Road,Beaumaris,3193,4,2,house,"$1,448,000 ",10/27/2018
8 Cheel Street,Oakleigh East,3166,5,2,house,"$1,440,000 ",10/27/2018
15 French Street,Croydon,3136,5,3,house,"$1,420,000 ",10/27/2018
1 Warrigal Road,Mentone,3194,4,1,house,"$1,410,000 ",10/27/2018
6 Timor Close,Burwood,3125,4,3,house,"$1,410,000 ",10/27/2018
96 Union Street,Brunswick,3056,4,1,house,"$1,405,000 ",10/27/2018
19a Reno Road,Sandringham,3191,3,2,townhouse,"$1,395,000 ",10/27/2018
13 Dunloe Avenue,Mont Albert North,3129,3,3,townhouse,"$1,388,000 ",10/27/2018
6/50 Tanner Street,Richmond,3121,3,2,townhouse,"$1,370,000 ",10/27/2018
26 Eley Road,Burwood,3125,3,1,house,"$1,370,000 ",10/27/2018
4-6 Thackeray Court,Croydon,3136,3,2,house,"$1,365,000 ",10/27/2018
9 Smith Street,Brunswick West,3055,5,2,house,"$1,355,000 ",10/27/2018
299 Couangalt Road,Gisborne South,3437,0,0,residential land,"$1,350,000 ",10/27/2018
243 Westgarth Street,Northcote,3070,3,1,house,"$1,350,000 ",10/27/2018
105 Collier Crescent,Brunswick West,3055,4,2,house,"$1,342,500 ",10/27/2018
209 Rossmoyne Street,Thornbury,3071,3,1,house,"$1,340,000 ",10/27/2018
4 Prout Webb Road,Shoreham,3916,3,3,house,Contact agent,10/27/2018
342 Station Street,Carlton North,3054,3,1,house,"$1,335,000 ",10/27/2018
391 Kooyong Road,Elsternwick,3185,3,1,house,"$1,330,000 ",10/27/2018
180 Rae Street,Fitzroy North,3068,2,1,house,"$1,330,000 ",10/27/2018
8 May Grove,South Yarra,3141,3,1,house,"$1,305,000 ",10/27/2018
23 Cromwell Street,Burwood,3125,5,3,house,"$1,302,500 ",10/27/2018
232 Station Street,Fairfield,3078,4,2,house,"$1,301,000 ",10/27/2018
7 Emmaline Street,Northcote,3070,3,1,house,"$1,285,250 ",10/27/2018
4 Cricklewood Drive,Templestowe,3106,5,2,house,"$1,285,000 ",10/27/2018
505 Lygon Street,Carlton North,3054,3,1,house,"$1,282,000 ",10/27/2018
36-38 Oliver Street,Ringwood,3134,5,3,house,"$1,280,000 ",10/27/2018
20 Summit Crescent,Ringwood North,3134,4,2,house,"$1,270,000 ",10/27/2018
87 Thomson Street,Northcote,3070,3,1,house,"$1,260,000 ",10/27/2018
16 Burgess Street,Preston,3072,3,1,house,"$1,255,000 ",10/27/2018
1 Stafford Street,Preston,3072,4,1,house,"$1,250,000 ",10/27/2018
2 Donegal Court,Templestowe,3106,5,2,house,"$1,250,000 ",10/27/2018
54A Kent Street,Richmond,3121,2,2,townhouse,Contact agent,10/27/2018
18 Tennyson Street,Kensington,3031,3,2,house,"$1,235,000 ",10/27/2018
11 Arnold Street,Brunswick East,3057,3,2,house,"$1,230,000 ",10/27/2018
551-569 Bellarine Highway,Moolap,3224,4,2,acreage/semi-rural,"$1,220,000 ",10/27/2018
9 Brees Road,Keilor East,3033,4,3,house,"$1,220,000 ",10/27/2018
61 Edinburgh Street,Clayton,3168,3,2,house,"$1,214,000 ",10/27/2018
7/18 Westbury Street,St Kilda East,3183,3,2,apartment,"$1,210,000 ",10/27/2018
2 Adelaide Street,McKinnon,3204,3,2,townhouse,"$1,203,000 ",10/27/2018
93a Albion Road,Ashburton,3147,3,2,townhouse,"$1,200,000 ",10/27/2018
73 Walter Street,Ascot Vale,3032,3,2,house,"$1,200,000 ",10/27/2018
12 Lyons Street,Carnegie,3163,3,1,house,"$1,185,000 ",10/27/2018
160 Hall Street,Spotswood,3015,4,2,house,"$1,180,000 ",10/27/2018
16 Meerut Street,Mitcham,3132,4,2,house,"$1,170,000 ",10/27/2018
960 Waverley Road,Wheelers Hill,3150,3,2,house,"$1,165,000 ",10/27/2018
17 Sharon Street,Doncaster,3108,4,2,house,"$1,160,000 ",10/27/2018
62 Budd Street,Collingwood,3066,4,2,townhouse,"$1,160,000 ",10/27/2018
38 May Street,Coburg,3058,3,1,house,"$1,156,000 ",10/27/2018
28 Feathertop Avenue,Templestowe Lower,3107,3,1,house,"$1,154,000 ",10/27/2018
52 Woornack Road,Carnegie,3163,3,1,house,"$1,153,000 ",10/27/2018
31 Austin Street,Alphington,3078,3,2,house,"$1,150,000 ",10/27/2018
17 McKenna Road,Glen Waverley,3150,4,2,house,"$1,136,000 ",10/27/2018
25 Hornby Street,Prahran,3181,3,2,house,"$1,130,000 ",10/27/2018
61 Warrien Road,Croydon North,3136,5,3,house,"$1,130,000 ",10/27/2018
76 Wilsons Road,Doncaster,3108,4,2,house,"$1,119,000 ",10/27/2018
26 Brian Street,Bentleigh East,3165,4,2,house,"$1,115,000 ",10/27/2018
26 Tarcoola Drive,Yallambie,3085,3,1,house,"$1,110,000 ",10/27/2018
5 Foch Avenue,Coburg,3058,3,1,house,"$1,105,000 ",10/27/2018
49 Latrobe Street,Cheltenham,3192,4,1,house,"$1,091,000 ",10/27/2018
1 Coventry Street,Burwood East,3151,4,2,house,"$1,085,000 ",10/27/2018
22 Lynette Avenue,Warrandyte,3113,4,2,house,"$1,078,000 ",10/27/2018
7A Arras Street,Spotswood,3015,3,2,house,"$1,070,000 ",10/27/2018
84 Park Street,Abbotsford,3067,2,1,house,"$1,070,000 ",10/27/2018
52 Brunswick Street,Fitzroy,3065,2,1,apartment,"$1,050,000 ",10/27/2018
2/35 Bishop Street,Kingsville,3012,4,2,townhouse,"$1,040,000 ",10/27/2018
